id_client,first_day,last_day,frequency,interval,recency,monetary
12517,2021-06-02 15:13:00,2021-11-11 14:04:00,5,161,49,2502.84
15932,2021-02-23 14:50:00,2021-12-05 17:13:00,8,285,25,2495.87
16477,2020-12-03 12:48:00,2021-10-07 09:44:00,7,307,84,2494.46
12483,2021-01-04 14:20:00,2021-11-22 17:02:00,8,322,38,2484.98
12913,2020-12-06 16:36:00,2021-12-05 12:11:00,5,363,25,2483.63
16710,2020-12-06 13:13:00,2021-11-20 14:50:00,10,349,40,2483.04
14315,2021-03-18 12:59:00,2021-10-26 12:06:00,6,221,65,2481.13
13507,2021-07-17 11:50:00,2021-12-06 13:13:00,4,142,24,2479.16
13588,2021-03-29 15:53:00,2021-11-24 10:42:00,9,239,36,2478.95
17682,2020-12-06 13:35:00,2021-11-29 15:59:00,6,358,31,2474.33
17188,2020-12-12 12:56:00,2021-11-28 13:53:00,7,351,32,2474.23
14766,2020-12-08 15:33:00,2021-12-01 16:05:00,6,358,29,2473.37
14502,2021-01-30 15:52:00,2021-11-20 11:50:00,11,293,40,2470.67
17164,2021-03-11 14:26:00,2021-11-07 09:14:00,7,240,53,2467.35
12455,2021-02-16 09:56:00,2021-09-27 15:31:00,6,223,94,2466.86
15750,2020-12-08 10:36:00,2021-12-07 12:34:00,8,364,23,2465.48
17131,2021-09-25 12:42:00,2021-12-04 12:52:00,5,70,26,2463.17
13784,2021-01-11 14:38:00,2021-11-30 09:33:00,11,322,30,2462.79
15674,2021-03-30 09:19:00,2021-09-27 15:17:00,5,181,94,2446.6
14163,2021-04-14 17:33:00,2021-09-13 15:18:00,4,151,108,2445.91
15527,2020-12-20 14:15:00,2021-11-21 12:17:00,8,335,39,2429.78
17071,2021-02-03 08:18:00,2021-11-11 16:31:00,9,281,49,2429.03
13949,2021-09-06 11:55:00,2021-12-07 09:35:00,6,91,23,2427.3199999999997
16143,2020-12-05 15:18:00,2021-12-06 14:13:00,6,365,24,2424.94
17722,2020-12-08 12:41:00,2021-09-04 15:22:00,4,270,117,2424.04
15089,2021-08-03 14:14:00,2021-11-29 16:31:00,6,118,31,2420.84
15373,2020-12-03 14:40:00,2021-12-01 15:05:00,12,363,29,2415.91
12397,2021-07-27 14:21:00,2021-11-04 09:52:00,2,99,56,2409.8999999999996
17589,2021-04-13 13:47:00,2021-10-10 16:58:00,4,180,81,2404.17
15980,2021-03-30 15:05:00,2021-09-12 09:41:00,3,165,109,2398.8599999999997
18065,2020-12-10 12:44:00,2021-12-04 10:30:00,14,358,26,2392.83
13141,2021-01-28 13:04:00,2021-09-16 09:54:00,5,230,105,2388.75
15370,2021-01-11 11:32:00,2021-10-30 10:58:00,7,291,61,2386.0499999999997
17530,2020-12-09 20:01:00,2021-12-08 18:42:00,11,363,22,2385.0
14493,2021-07-07 16:59:00,2021-12-02 16:14:00,5,147,28,2383.2400000000002
14554,2021-10-18 13:04:00,2021-11-29 16:44:00,4,42,31,2381.04
14239,2021-01-27 14:45:00,2021-10-27 14:40:00,11,272,64,2380.85
15270,2021-02-02 13:25:00,2021-11-24 09:24:00,7,294,36,2379.49
13722,2021-03-02 11:43:00,2021-07-31 12:44:00,3,151,152,2375.41
17434,2021-09-15 13:54:00,2021-12-07 13:16:00,7,82,23,2373.8199999999997
14930,2021-03-10 14:42:00,2021-08-23 10:31:00,3,165,129,2372.86
13908,2021-03-08 12:04:00,2021-09-21 11:49:00,4,196,100,2369.55
15755,2021-02-18 11:53:00,2021-11-29 14:57:00,6,284,31,2364.25
12457,2021-04-14 18:57:00,2021-10-04 13:13:00,7,172,87,2363.23
17634,2021-01-06 12:45:00,2021-11-03 13:09:00,9,301,57,2361.9700000000003
14030,2020-12-08 16:11:00,2021-11-21 16:48:00,8,348,39,2360.09
14440,2020-12-09 12:49:00,2021-12-01 15:42:00,5,357,29,2357.6800000000003
15140,2021-03-20 14:37:00,2021-10-18 14:07:00,7,211,73,2354.25
14309,2020-12-16 13:05:00,2021-12-01 13:33:00,9,350,29,2352.53
12704,2021-06-23 10:20:00,2021-12-02 13:15:00,8,162,28,2340.84
18259,2020-12-08 13:38:00,2021-11-15 12:34:00,3,341,45,2338.6000000000004
12584,2021-03-04 15:15:00,2021-12-06 09:35:00,9,276,24,2338.15
18257,2021-02-16 15:13:00,2021-10-31 14:48:00,8,256,60,2337.63
17954,2020-12-03 14:18:00,2021-12-04 14:15:00,12,365,26,2332.72
15281,2021-01-10 15:51:00,2021-10-12 09:10:00,9,274,79,2332.15
12782,2020-12-17 11:30:00,2021-12-05 09:16:00,5,352,25,2330.92
15785,2021-02-17 14:17:00,2021-11-07 11:33:00,5,262,53,2328.9700000000003
17313,2021-11-08 15:45:00,2021-11-08 15:45:00,1,0,52,2328.84
17744,2020-12-16 14:17:00,2021-12-06 12:11:00,6,354,24,2322.4
17211,2020-12-05 12:44:00,2021-11-13 12:03:00,8,342,47,2317.2200000000003
14290,2020-12-13 10:24:00,2021-11-28 14:02:00,5,350,32,2314.65
15365,2021-01-28 13:08:00,2021-11-14 08:29:00,7,289,46,2314.32
13994,2021-07-14 18:28:00,2021-12-06 11:05:00,6,144,24,2313.14
13704,2021-09-12 14:40:00,2021-12-04 15:13:00,9,83,26,2308.06
15288,2020-12-09 13:59:00,2021-10-27 16:58:00,5,322,64,2306.52
16735,2021-01-09 12:53:00,2021-09-22 11:49:00,5,255,99,2300.56
16550,2020-12-06 13:53:00,2021-08-23 11:12:00,5,259,129,2298.9700000000003
15105,2021-07-28 10:09:00,2021-11-21 16:54:00,7,116,39,2298.9300000000003
13115,2021-06-08 16:15:00,2021-11-28 12:38:00,4,172,32,2294.7799999999997
15704,2021-05-08 12:42:00,2021-07-22 13:35:00,4,75,161,2293.62
12615,2021-06-24 13:35:00,2021-12-07 15:02:00,4,166,23,2291.19
13527,2021-01-17 11:17:00,2021-11-06 12:04:00,7,293,54,2287.51
17696,2020-12-10 09:51:00,2021-11-01 13:43:00,8,326,59,2285.71
12684,2021-05-10 12:55:00,2021-12-02 09:53:00,7,205,28,2283.63
16782,2020-12-09 11:28:00,2021-11-29 13:20:00,13,355,31,2279.9
13317,2020-12-16 09:22:00,2021-10-04 13:35:00,6,292,87,2273.6800000000003
17768,2021-06-26 13:46:00,2021-12-01 13:22:00,3,157,29,2273.1800000000003
14466,2020-12-02 13:36:00,2021-11-10 14:07:00,7,343,50,2272.4
13700,2021-01-16 13:18:00,2021-11-13 13:00:00,10,300,47,2265.12
16057,2021-02-28 10:35:00,2021-11-23 15:23:00,7,268,37,2263.12
16209,2021-04-07 12:23:00,2021-09-12 11:58:00,5,157,109,2262.62
14432,2021-09-11 14:09:00,2021-11-30 08:04:00,6,79,30,2255.51
16293,2020-12-07 15:02:00,2021-11-18 09:58:00,10,345,42,2248.99
17442,2021-02-22 13:02:00,2021-11-03 09:17:00,6,253,57,2248.56
15235,2020-12-01 17:22:00,2021-05-06 09:44:00,12,155,238,2247.51
16771,2021-01-05 13:57:00,2021-11-06 13:28:00,5,304,54,2246.81
15665,2021-04-10 15:09:00,2021-06-24 14:57:00,2,74,189,2242.01
14211,2021-02-17 15:50:00,2021-10-17 13:23:00,9,241,74,2241.1
16743,2020-12-16 12:15:00,2021-11-10 13:13:00,7,329,50,2238.09
14560,2020-12-17 09:22:00,2021-12-02 15:22:00,22,350,28,2237.77
14700,2021-04-15 13:16:00,2021-11-07 14:40:00,3,206,53,2235.3
16076,2021-05-15 12:31:00,2021-12-06 14:59:00,10,205,24,2234.73
15834,2021-03-07 17:52:00,2021-09-30 14:41:00,4,206,91,2233.75
18242,2021-05-10 11:20:00,2021-09-28 13:43:00,4,141,93,2232.49
14226,2021-03-15 15:36:00,2021-11-11 11:34:00,5,240,49,2232.19
14825,2020-12-06 12:30:00,2021-12-06 11:38:00,12,364,24,2226.91
17591,2020-12-07 15:39:00,2021-09-27 13:42:00,7,293,94,2225.9700000000003
12783,2021-09-25 15:35:00,2021-12-07 15:56:00,6,73,23,2225.91
13365,2021-05-06 12:00:00,2021-11-06 12:36:00,2,184,54,2225.37
15722,2021-02-22 12:24:00,2021-11-04 11:43:00,5,254,56,2222.56
15811,2020-12-09 15:29:00,2021-11-17 15:31:00,6,343,43,2218.62
12876,2021-05-27 13:34:00,2021-10-13 12:26:00,2,138,78,2218.02
12653,2021-02-16 10:53:00,2021-07-14 10:41:00,2,147,169,2209.85
13862,2021-01-11 15:13:00,2021-11-21 16:24:00,8,314,39,2209.36
15797,2021-01-24 15:47:00,2021-08-18 17:04:00,4,206,134,2207.4
15179,2021-01-24 13:48:00,2021-11-21 12:53:00,5,300,39,2206.95
13831,2020-12-05 12:13:00,2021-11-23 15:41:00,6,353,37,2202.99
17406,2020-12-08 10:35:00,2021-01-10 15:07:00,3,33,354,2200.42
15123,2021-05-17 14:57:00,2021-12-02 13:12:00,2,198,28,2199.31
16628,2021-04-19 08:55:00,2021-11-10 12:45:00,5,205,50,2188.05
15394,2020-12-16 12:46:00,2021-11-30 11:49:00,4,348,30,2183.54
14341,2021-01-25 13:55:00,2021-10-25 15:48:00,8,273,66,2182.28
12856,2021-10-07 12:38:00,2021-12-02 10:52:00,6,55,28,2179.9300000000003
12909,2021-03-31 12:51:00,2021-10-31 12:43:00,5,213,60,2178.67
12501,2021-01-07 12:28:00,2021-01-07 12:28:00,1,0,357,2169.39
12633,2021-02-25 08:44:00,2021-10-12 11:40:00,4,229,79,2163.98
13755,2021-10-07 15:45:00,2021-12-06 12:26:00,9,59,24,2161.35
12935,2021-01-24 13:58:00,2021-12-07 17:25:00,7,317,23,2160.7
16456,2020-12-01 14:11:00,2021-09-01 13:50:00,5,273,120,2158.37
14407,2021-03-08 11:59:00,2021-08-24 14:02:00,6,169,128,2157.73
16379,2021-09-22 09:33:00,2021-12-05 15:38:00,4,74,25,2157.4
13224,2021-07-11 14:10:00,2021-10-10 14:55:00,2,91,81,2155.95
16966,2021-04-13 14:17:00,2021-12-01 13:40:00,7,231,29,2154.9700000000003
17272,2021-03-22 12:05:00,2021-10-28 16:37:00,4,220,63,2148.63
14828,2021-01-07 09:50:00,2021-05-27 10:16:00,3,140,217,2139.76
12560,2021-07-19 15:55:00,2021-12-04 13:54:00,3,137,26,2134.01
17400,2020-12-21 17:16:00,2021-08-05 15:38:00,5,226,147,2129.96
13517,2021-06-13 08:44:00,2021-10-11 11:43:00,3,120,80,2128.42
14360,2021-09-06 11:58:00,2021-11-08 09:12:00,4,62,52,2128.23
16407,2021-01-31 14:02:00,2021-11-27 11:05:00,10,299,33,2126.93
14640,2021-04-26 12:31:00,2021-11-15 13:07:00,6,203,45,2125.08
15058,2021-01-31 15:35:00,2021-11-14 14:57:00,11,286,46,2124.9900000000002
13632,2021-04-10 15:07:00,2021-11-15 10:51:00,5,218,45,2121.27
18061,2020-12-08 13:03:00,2021-11-18 11:20:00,10,344,42,2119.41
18008,2021-01-25 12:26:00,2021-09-30 15:17:00,9,248,91,2116.19
14691,2021-05-11 09:55:00,2021-11-09 12:30:00,5,182,51,2114.33
13265,2021-03-11 09:54:00,2021-10-17 15:02:00,5,220,74,2107.66
18173,2021-03-10 11:56:00,2021-09-14 11:26:00,4,187,107,2106.84
18093,2021-02-10 12:15:00,2021-09-07 15:43:00,4,209,114,2106.52
14461,2021-03-23 12:15:00,2021-07-14 17:11:00,3,113,169,2103.06
14515,2021-05-05 12:13:00,2021-11-22 11:37:00,6,200,38,2102.09
17861,2021-01-24 11:34:00,2021-12-06 16:21:00,8,316,24,2100.8
15815,2021-03-25 08:43:00,2021-10-07 12:42:00,5,196,84,2100.6
13126,2020-12-08 11:42:00,2021-12-05 10:00:00,8,361,25,2099.64
12610,2021-08-05 13:52:00,2021-11-17 09:34:00,5,103,43,2099.54
16875,2021-01-04 10:37:00,2021-10-03 13:39:00,5,272,88,2095.53
17191,2020-12-06 14:36:00,2021-11-11 16:58:00,7,340,49,2095.13
18283,2021-01-06 14:14:00,2021-12-06 12:02:00,16,333,24,2094.88
14306,2021-09-15 10:31:00,2021-10-19 13:23:00,2,34,72,2093.32
17490,2021-06-16 09:15:00,2021-12-09 09:08:00,7,175,21,2092.32
13571,2021-03-31 12:43:00,2021-11-27 10:47:00,12,240,33,2092.32
13297,2021-10-03 15:08:00,2021-12-02 09:32:00,4,59,28,2089.8500000000004
18044,2020-12-14 12:25:00,2021-12-05 14:26:00,10,356,25,2088.6
14810,2020-12-05 12:08:00,2021-10-30 11:19:00,11,328,61,2087.88
16954,2020-12-15 10:41:00,2021-12-09 09:46:00,9,358,21,2085.08
18231,2021-02-24 09:08:00,2021-05-31 14:18:00,5,96,213,2083.27
14696,2020-12-01 15:37:00,2021-12-05 13:43:00,7,368,25,2078.95
14209,2021-01-11 12:56:00,2021-11-29 10:18:00,6,321,31,2073.4300000000003
18241,2021-05-06 09:22:00,2021-11-30 12:10:00,17,208,30,2073.09
18219,2020-12-06 10:05:00,2021-12-07 11:43:00,10,366,23,2069.77
14482,2021-04-14 16:41:00,2021-11-21 13:14:00,6,220,39,2068.15
12948,2021-03-20 10:17:00,2021-11-23 17:10:00,7,248,37,2064.95
12928,2020-12-15 15:45:00,2021-11-04 14:24:00,5,323,56,2062.7
16281,2021-09-28 14:57:00,2021-09-28 14:57:00,1,0,93,2062.06
14409,2020-12-06 15:03:00,2021-09-29 18:18:00,6,297,92,2059.45
12518,2021-08-21 13:18:00,2021-12-09 10:13:00,5,109,21,2056.89
17667,2021-02-14 09:24:00,2021-10-04 14:32:00,5,232,87,2055.51
14188,2021-02-02 13:46:00,2021-11-09 12:45:00,6,279,51,2054.36
16150,2020-12-02 18:27:00,2021-10-28 12:39:00,6,329,63,2053.02
17086,2021-10-07 11:22:00,2021-12-02 13:54:00,6,56,28,2050.08
17612,2021-02-15 10:40:00,2021-10-17 14:59:00,6,244,74,2048.45
14232,2021-03-20 12:44:00,2021-10-28 11:09:00,5,221,63,2048.07
17625,2021-03-27 12:21:00,2021-11-21 13:36:00,4,239,39,2047.0
13495,2020-12-06 15:14:00,2021-12-02 11:21:00,5,360,28,2044.87
17597,2021-05-10 11:54:00,2021-05-10 11:54:00,1,0,234,2044.37
17090,2020-12-20 13:52:00,2021-12-05 13:44:00,7,349,25,2043.9499999999998
13450,2021-05-05 19:48:00,2021-11-13 11:54:00,6,191,47,2043.72
14001,2020-12-01 12:58:00,2021-10-25 10:31:00,3,327,66,2043.08
12585,2020-12-23 12:58:00,2021-04-19 13:39:00,2,117,255,2040.1
13593,2021-01-07 16:32:00,2021-08-23 13:35:00,5,227,129,2037.0800000000002
18069,2021-01-16 15:50:00,2021-11-13 16:03:00,5,301,47,2036.67
17846,2021-09-15 15:20:00,2021-09-15 15:20:00,1,0,106,2033.1
13630,2021-02-27 12:49:00,2021-12-04 15:16:00,7,280,26,2031.78
16409,2021-01-26 14:51:00,2021-11-03 16:45:00,5,281,57,2028.88
17337,2021-02-02 17:06:00,2021-07-11 14:55:00,4,158,172,2027.87
16358,2021-06-08 15:05:00,2021-12-08 15:09:00,4,183,22,2027.5
14544,2020-12-13 12:50:00,2021-11-15 15:06:00,2,337,45,2024.45
15341,2021-09-20 09:40:00,2021-09-20 09:40:00,1,0,101,2020.52
14506,2020-12-05 14:25:00,2021-11-22 13:02:00,5,351,38,2012.17
15531,2021-11-09 17:47:00,2021-12-01 18:43:00,2,22,29,2007.44
15372,2021-07-25 16:39:00,2021-07-25 16:39:00,1,0,158,2007.4
16098,2020-12-01 09:45:00,2021-09-13 09:59:00,8,286,108,2005.63
14730,2021-03-08 12:49:00,2021-12-08 14:39:00,8,275,22,2005.06
14217,2020-12-08 13:28:00,2021-12-08 11:53:00,17,364,22,2004.98
14462,2021-01-04 12:45:00,2021-10-04 15:55:00,11,273,87,2004.02
17082,2021-01-25 14:36:00,2021-11-06 15:17:00,2,285,54,2003.8500000000001
16754,2020-12-02 17:38:00,2020-12-02 17:38:00,1,0,393,2002.4
15493,2021-03-14 11:44:00,2021-11-07 12:04:00,5,238,53,2001.8
18188,2021-02-22 14:43:00,2021-11-24 16:46:00,3,275,36,2001.04
13305,2020-12-02 12:10:00,2021-12-05 15:15:00,10,368,25,2000.86
16698,2021-03-31 13:33:00,2021-04-27 10:52:00,2,26,247,1998.0
17827,2020-12-10 10:18:00,2021-12-04 15:00:00,5,359,26,1995.46
18204,2021-05-31 15:26:00,2021-09-29 16:44:00,3,121,92,1993.6999999999998
17679,2021-09-15 10:35:00,2021-10-18 07:43:00,2,32,73,1992.1100000000001
17088,2021-03-31 09:48:00,2021-11-11 14:23:00,4,225,49,1991.01
13246,2021-01-13 13:36:00,2021-11-21 16:50:00,6,312,39,1987.3000000000002
13590,2021-02-09 13:25:00,2021-11-28 12:54:00,6,291,32,1981.92
13725,2021-02-04 12:18:00,2021-10-21 10:03:00,8,258,70,1980.56
17422,2021-02-16 14:44:00,2021-11-23 13:27:00,6,279,37,1979.37
16341,2021-05-22 13:20:00,2021-11-15 09:12:00,4,176,45,1971.87
17997,2021-06-28 17:28:00,2021-09-26 16:13:00,8,89,95,1970.67
12674,2021-05-16 09:10:00,2021-11-01 12:12:00,4,169,59,1970.6
17790,2020-12-10 10:47:00,2021-11-13 11:30:00,14,338,47,1965.55
17218,2020-12-06 15:25:00,2021-12-05 13:52:00,10,363,25,1960.72
15351,2020-12-05 11:49:00,2021-11-27 12:52:00,7,357,33,1960.1100000000001
14498,2020-12-13 11:29:00,2021-10-28 12:09:00,5,319,63,1957.32
12853,2021-01-28 10:28:00,2021-07-28 11:29:00,6,181,155,1957.1
17554,2021-07-14 20:01:00,2021-12-08 14:15:00,5,146,22,1952.4499999999998
14533,2020-12-22 11:07:00,2021-11-15 12:05:00,7,328,45,1949.72
14653,2021-01-05 13:40:00,2021-12-08 13:45:00,8,337,22,1947.55
15814,2021-10-20 09:04:00,2021-11-23 08:17:00,4,33,37,1945.33
15518,2021-01-11 12:55:00,2021-10-06 13:05:00,8,268,85,1942.45
14418,2021-08-23 17:18:00,2021-12-06 11:39:00,3,104,24,1937.25
14472,2020-12-19 14:03:00,2021-08-28 11:01:00,8,251,124,1936.84
15864,2021-01-27 16:43:00,2021-11-17 13:32:00,6,293,43,1936.32
15157,2020-12-16 13:44:00,2021-12-06 11:28:00,3,354,24,1936.0700000000002
12528,2021-01-31 09:05:00,2021-11-30 14:40:00,6,303,30,1933.48
14655,2021-05-01 14:59:00,2021-12-01 16:28:00,4,214,29,1932.23
14978,2021-01-13 12:03:00,2021-09-28 13:07:00,5,258,93,1931.42
16983,2020-12-05 12:34:00,2021-11-27 12:10:00,7,356,33,1931.25
13094,2020-12-06 10:34:00,2021-11-18 14:07:00,12,347,42,1927.32
16942,2021-04-26 11:59:00,2021-11-27 12:40:00,9,215,33,1920.59
15021,2020-12-08 12:17:00,2021-12-01 11:53:00,9,357,29,1914.82
17368,2021-01-06 11:57:00,2021-11-16 15:26:00,8,314,44,1912.67
14285,2021-06-16 12:36:00,2021-11-18 14:50:00,4,155,42,1910.0100000000002
16426,2021-03-08 15:45:00,2021-12-07 14:01:00,10,273,23,1908.25
17228,2020-12-02 16:00:00,2021-11-24 10:24:00,8,356,36,1906.0900000000001
14210,2020-12-03 12:43:00,2021-08-26 12:36:00,6,265,126,1905.84
15819,2021-03-08 09:45:00,2021-10-21 14:50:00,4,227,70,1905.4499999999998
14250,2021-09-11 13:44:00,2021-12-02 14:30:00,3,82,28,1904.05
12762,2021-11-14 14:23:00,2021-12-02 10:23:00,2,17,28,1898.52
17463,2021-01-30 15:48:00,2021-11-23 13:40:00,5,296,37,1896.4099999999999
17870,2020-12-08 08:12:00,2021-12-07 15:07:00,12,364,23,1894.35
14934,2021-03-02 11:48:00,2021-09-19 10:10:00,2,200,102,1890.94
12371,2021-10-11 10:43:00,2021-10-26 10:16:00,2,14,65,1887.96
15641,2020-12-15 14:45:00,2021-08-26 14:04:00,4,253,126,1887.2
16170,2021-04-05 13:42:00,2021-10-20 08:21:00,6,197,71,1885.05
13890,2020-12-16 09:31:00,2021-12-08 15:36:00,10,357,22,1883.81
16128,2021-03-02 12:21:00,2021-11-22 11:14:00,5,264,38,1880.22
17738,2021-03-02 16:26:00,2021-11-20 15:05:00,4,262,40,1879.05
15367,2021-03-09 13:53:00,2021-10-13 14:13:00,4,218,78,1877.5900000000001
17293,2020-12-13 14:55:00,2021-12-01 14:37:00,9,352,29,1875.1100000000001
16986,2021-11-09 15:52:00,2021-11-10 11:55:00,2,0,50,1873.2
13982,2020-12-09 13:57:00,2021-10-31 16:24:00,4,326,60,1871.81
16474,2021-07-17 14:51:00,2021-12-02 13:02:00,7,137,28,1871.5
17469,2021-05-19 08:55:00,2021-11-23 13:15:00,5,188,37,1870.97
16841,2021-02-25 12:40:00,2021-11-03 11:51:00,6,250,57,1869.82
14524,2020-12-14 11:01:00,2021-11-08 12:29:00,9,329,52,1867.68
17787,2020-12-03 13:43:00,2021-07-10 11:24:00,4,218,173,1865.19
16201,2021-08-22 10:47:00,2021-12-06 16:02:00,4,106,24,1863.4699999999998
14887,2021-09-21 15:32:00,2021-09-21 15:32:00,1,0,100,1862.0
12423,2020-12-21 10:54:00,2021-12-09 10:10:00,8,352,21,1859.31
17873,2020-12-01 14:54:00,2021-09-20 16:41:00,5,293,101,1859.1599999999999
14305,2021-07-27 14:14:00,2021-09-29 15:29:00,3,64,92,1858.96
12963,2020-12-09 09:14:00,2021-12-01 12:55:00,8,357,29,1856.63
16979,2021-02-15 09:20:00,2021-12-06 12:21:00,6,294,24,1852.0
13421,2021-02-22 15:46:00,2021-10-30 14:21:00,2,249,61,1851.08
12383,2020-12-22 14:28:00,2021-06-08 08:02:00,5,167,205,1850.56
12381,2021-08-12 09:57:00,2021-12-05 12:44:00,5,115,25,1845.31
17519,2020-12-06 15:18:00,2021-11-22 16:43:00,6,351,38,1844.02
18180,2021-07-20 08:59:00,2021-12-05 08:39:00,6,137,25,1843.75
12950,2021-11-15 13:48:00,2021-12-07 13:17:00,3,21,23,1843.0
17015,2021-06-07 13:19:00,2021-11-11 10:45:00,3,156,49,1842.56
16102,2021-08-03 12:50:00,2021-10-28 13:19:00,3,86,63,1842.14
16455,2020-12-03 16:44:00,2021-10-07 12:17:00,7,307,84,1841.18
14113,2020-12-20 12:14:00,2021-12-06 12:18:00,4,351,24,1840.42
14216,2021-11-02 10:51:00,2021-12-06 14:56:00,4,34,24,1839.3
13924,2021-09-28 15:07:00,2021-12-08 09:39:00,6,70,22,1838.85
14459,2021-07-07 13:35:00,2021-07-07 13:35:00,1,0,176,1837.92
18287,2021-05-22 10:39:00,2021-10-28 09:29:00,3,158,63,1837.28
13650,2021-03-17 12:37:00,2021-11-23 12:22:00,6,250,37,1836.34
15827,2020-12-02 13:06:00,2021-09-27 15:35:00,14,299,94,1836.09
13048,2021-01-16 14:36:00,2021-11-25 13:23:00,4,312,35,1835.91
14665,2021-02-02 09:08:00,2021-10-10 09:14:00,5,250,81,1835.7
16152,2021-03-16 09:47:00,2021-03-16 09:47:00,1,0,289,1829.04
15203,2021-02-01 12:29:00,2021-11-14 08:16:00,6,285,46,1827.8
18122,2021-07-12 11:37:00,2021-12-01 13:08:00,6,142,29,1826.21
17702,2021-05-17 16:23:00,2021-11-09 16:03:00,4,175,51,1824.37
16153,2020-12-20 09:22:00,2021-10-21 10:50:00,5,305,70,1824.23
17705,2021-02-11 10:57:00,2021-12-06 13:45:00,9,298,24,1823.52
16169,2021-09-25 11:33:00,2021-12-01 15:28:00,4,67,29,1822.97
17828,2021-06-08 08:31:00,2021-11-17 08:41:00,4,162,43,1820.09
17629,2020-12-15 09:58:00,2021-12-04 10:56:00,8,354,26,1814.12
15260,2020-12-02 12:09:00,2021-08-31 13:55:00,7,272,121,1810.77
13481,2021-03-28 09:07:00,2021-10-25 09:07:00,5,211,66,1804.56
17663,2021-02-25 14:11:00,2021-11-14 08:56:00,7,261,46,1802.9099999999999
15812,2021-01-26 12:12:00,2021-08-24 14:19:00,5,210,128,1801.14
16249,2021-04-14 13:50:00,2021-10-18 10:07:00,5,186,73,1800.0700000000002
13562,2021-04-08 12:42:00,2021-09-19 10:51:00,3,163,102,1799.33
13196,2021-03-22 14:24:00,2021-11-28 13:54:00,4,250,32,1797.78
17750,2021-06-28 15:44:00,2021-12-04 14:09:00,9,158,26,1797.57
17648,2021-04-04 10:29:00,2021-10-10 09:41:00,4,188,81,1797.5
12348,2020-12-16 19:09:00,2021-09-25 13:13:00,4,282,96,1797.24
18235,2021-05-06 13:35:00,2021-09-29 08:27:00,3,145,92,1796.48
13134,2021-04-13 12:57:00,2021-09-15 10:35:00,4,154,106,1793.58
18179,2021-01-07 14:22:00,2021-11-30 16:23:00,6,327,30,1793.17
13510,2021-06-09 09:32:00,2021-12-08 13:46:00,4,182,22,1791.56
16719,2020-12-06 12:06:00,2021-11-25 09:27:00,7,353,35,1790.42
12523,2021-01-12 09:43:00,2021-11-20 12:55:00,11,312,40,1789.77
14215,2020-12-06 15:34:00,2021-11-28 12:19:00,6,356,32,1789.7199999999998
14621,2020-12-16 13:00:00,2021-12-08 16:22:00,5,357,22,1788.3600000000001
13875,2021-02-11 15:39:00,2021-10-17 09:36:00,5,247,74,1786.79
14608,2020-12-12 14:49:00,2021-12-05 16:52:00,4,358,25,1785.15
14935,2021-02-15 14:44:00,2021-02-15 14:44:00,1,0,318,1784.71
15050,2021-09-29 13:22:00,2021-11-14 16:17:00,3,46,46,1782.0900000000001
16380,2021-10-09 15:40:00,2021-10-09 15:40:00,1,0,82,1780.59
15220,2021-03-04 10:24:00,2021-10-19 12:39:00,6,229,72,1778.96
17092,2021-03-07 14:51:00,2021-10-20 19:51:00,4,227,71,1777.78
12645,2021-01-27 13:08:00,2021-11-06 12:38:00,4,282,54,1775.18
17754,2021-03-24 13:54:00,2021-12-09 11:20:00,5,259,21,1772.26
15594,2021-04-19 10:08:00,2021-11-24 08:53:00,5,218,36,1771.78
15473,2021-10-10 11:12:00,2021-11-25 15:15:00,7,46,35,1771.2
17813,2021-09-29 15:57:00,2021-11-25 16:13:00,5,57,35,1770.8799999999999
14387,2021-08-22 14:13:00,2021-11-07 12:29:00,3,76,53,1770.56
16681,2021-03-31 13:46:00,2021-09-28 11:11:00,6,180,93,1770.34
13456,2021-05-16 15:34:00,2021-11-22 09:18:00,6,189,38,1766.72
15950,2020-12-15 11:56:00,2021-11-08 11:09:00,4,327,52,1765.51
16751,2021-11-09 10:48:00,2021-11-09 10:48:00,1,0,51,1764.72
12424,2021-06-30 12:06:00,2021-06-30 12:06:00,2,0,183,1760.96
12823,2021-02-16 12:15:00,2021-09-26 07:35:00,5,221,95,1759.5
12349,2021-11-21 09:51:00,2021-11-21 09:51:00,1,0,39,1757.55
15241,2021-03-01 11:02:00,2021-10-04 09:05:00,8,216,87,1756.44
16359,2021-01-12 10:49:00,2021-12-02 17:04:00,9,324,28,1750.92
13564,2020-12-06 17:26:00,2021-07-18 14:33:00,3,223,165,1749.02
13808,2021-09-04 12:07:00,2021-12-04 12:18:00,5,91,26,1747.6599999999999
15067,2021-03-02 12:10:00,2021-09-22 13:20:00,3,204,99,1744.76
13157,2021-02-14 14:03:00,2021-10-21 13:50:00,4,248,70,1741.2199999999998
14595,2021-01-30 13:36:00,2021-11-20 12:12:00,6,293,40,1740.6
17930,2021-04-14 15:46:00,2021-11-04 10:23:00,5,203,56,1740.48
17353,2021-07-08 16:17:00,2021-08-02 17:19:00,2,25,150,1740.0
17457,2021-01-04 14:33:00,2021-08-05 12:48:00,5,212,147,1737.7
14673,2020-12-07 12:49:00,2021-12-06 14:31:00,5,364,24,1736.4
17043,2021-03-18 14:53:00,2021-11-07 15:33:00,4,234,53,1735.18
16791,2021-01-11 15:42:00,2021-11-10 19:12:00,7,303,50,1721.78
