,id_client,frequency,recency,monetary,segment,country
994,16169,4,29,1822.97,Medium Value,United Kingdom
995,17828,4,43,1820.09,Medium Value,Malta
996,17629,8,26,1814.12,High value,United Kingdom
997,15260,7,121,1810.77,Medium Value,United Kingdom
998,13481,5,66,1804.56,Medium Value,United Kingdom
999,17663,7,46,1802.91,Medium Value,United Kingdom
1000,15812,5,128,1801.14,Medium Value,United Kingdom
1001,16249,5,73,1800.07,Medium Value,United Kingdom
1002,13562,3,102,1799.33,Medium Value,United Kingdom
1003,13196,4,32,1797.78,Medium Value,United Kingdom
1004,17750,9,26,1797.57,High value,United Kingdom
1005,17648,4,81,1797.5,Medium Value,United Kingdom
1006,12348,4,96,1797.24,Medium Value,Finland
1007,18235,3,92,1796.48,Medium Value,United Kingdom
1008,13134,4,106,1793.58,Medium Value,United Kingdom
1009,18179,6,30,1793.17,Medium Value,United Kingdom
1010,13510,4,22,1791.56,Medium Value,United Kingdom
1011,16719,7,35,1790.42,Medium Value,United Kingdom
1012,12523,11,40,1789.77,High value,France
1013,14215,6,32,1789.72,Medium Value,United Kingdom
1014,14621,5,22,1788.36,Medium Value,United Kingdom
1015,13875,5,74,1786.79,Medium Value,United Kingdom
1016,14608,4,25,1785.15,Medium Value,United Kingdom
1017,14935,1,318,1784.71,Low Value,Channel Islands
1018,15050,3,46,1782.09,Medium Value,United Kingdom
1019,16380,1,82,1780.59,Low Value,United Kingdom
1020,15220,6,72,1778.96,Medium Value,United Kingdom
1021,17092,4,71,1777.78,Medium Value,United Kingdom
1022,12645,4,54,1775.18,Medium Value,Germany
1023,17754,5,21,1772.26,High value,United Kingdom
1024,15594,5,36,1771.78,Medium Value,United Kingdom
1025,15473,7,35,1771.2,Medium Value,United Kingdom
1026,17813,5,35,1770.88,Medium Value,United Kingdom
1027,14387,3,53,1770.56,Medium Value,United Kingdom
1028,16681,6,93,1770.34,Medium Value,United Kingdom
1029,13456,6,38,1766.72,Medium Value,United Kingdom
1030,15950,4,52,1765.51,Medium Value,United Kingdom
1031,16751,1,51,1764.72,Low Value,United Kingdom
1032,12424,2,183,1760.96,Low Value,Australia
1033,12823,5,95,1759.5,Medium Value,United Kingdom
1034,12349,1,39,1757.55,Low Value,Italy
1035,15241,8,87,1756.44,Medium Value,United Kingdom
1036,16359,9,28,1750.92,High value,United Kingdom
1037,13564,3,165,1749.02,Medium Value,United Kingdom
1038,13808,5,26,1747.66,Medium Value,United Kingdom
1039,15067,3,99,1744.76,Medium Value,United Kingdom
1040,13157,4,70,1741.22,Medium Value,United Kingdom
1041,14595,6,40,1740.6,Medium Value,United Kingdom
1042,17930,5,56,1740.48,Medium Value,United Kingdom
1043,17353,2,150,1740.0,Low Value,United Kingdom
1044,17457,5,147,1737.7,Medium Value,United Kingdom
1045,14673,5,24,1736.4,Medium Value,United Kingdom
1046,17043,4,53,1735.18,Medium Value,United Kingdom
1047,16791,7,50,1721.78,Medium Value,United Kingdom
1048,17451,7,22,1721.4,High value,United Kingdom
1049,14834,6,38,1720.3,Medium Value,United Kingdom
1050,15267,5,43,1717.36,Medium Value,United Kingdom
1051,17162,10,49,1715.46,Medium Value,United Kingdom
1052,13763,1,84,1714.96,Low Value,United Kingdom
1053,17147,4,43,1714.59,Medium Value,United Kingdom
1054,14441,4,21,1712.89,Medium Value,United Kingdom
1055,12405,1,169,1710.39,Low Value,Finland
1056,15947,1,103,1708.24,Low Value,United Kingdom
1057,12407,5,70,1708.12,Medium Value,Belgium
1058,16902,1,137,1706.88,Low Value,United Kingdom
1059,15240,5,65,1706.57,Medium Value,United Kingdom
1060,16398,2,175,1705.8,Low Value,United Kingdom
1061,17282,3,151,1703.41,Medium Value,United Kingdom
1062,12843,8,86,1702.26,Medium Value,United Kingdom
1063,16007,4,68,1701.94,Medium Value,United Kingdom
1064,13184,10,35,1701.29,High value,United Kingdom
1065,17193,7,56,1699.3,Medium Value,United Kingdom
1066,13824,5,53,1698.94,Medium Value,United Kingdom
1067,16775,11,31,1695.66,High value,United Kingdom
1068,12764,1,337,1693.88,Low Value,Lebanon
1069,14245,2,240,1693.45,Low Value,United Kingdom
1070,15549,3,98,1693.26,Medium Value,United Kingdom
1071,16813,10,29,1692.98,High value,United Kingdom
1072,16671,3,49,1692.27,Medium Value,United Kingdom
1073,15380,5,29,1690.26,Medium Value,United Kingdom
1074,17152,3,215,1689.5,Medium Value,United Kingdom
1075,12635,2,110,1689.18,Low Value,Germany
1076,13162,4,143,1688.29,Medium Value,United Kingdom
1077,13577,4,46,1687.6,Medium Value,United Kingdom
1078,16638,10,43,1680.72,Medium Value,United Kingdom
1079,13647,4,30,1678.12,Medium Value,United Kingdom
1080,13149,4,35,1676.06,Medium Value,United Kingdom
1081,17656,5,94,1674.69,Medium Value,United Kingdom
1082,16115,8,30,1667.97,High value,United Kingdom
1083,12912,5,23,1662.3,Medium Value,United Kingdom
1084,12530,4,80,1662.28,Medium Value,Germany
1085,13012,8,30,1661.84,High value,United Kingdom
1086,15214,8,22,1661.44,High value,United Kingdom
1087,15024,10,30,1661.33,High value,United Kingdom
1088,15332,4,387,1661.06,Medium Value,Lithuania
1089,12967,2,379,1660.9,Low Value,United Kingdom
1090,14045,4,130,1659.75,Medium Value,United Kingdom
1091,15953,8,36,1659.38,Medium Value,United Kingdom
1092,15826,3,77,1654.31,Medium Value,United Kingdom
1093,14573,9,200,1653.42,Medium Value,United Kingdom
1094,17284,6,81,1652.58,Medium Value,United Kingdom
1095,16711,5,24,1651.03,Medium Value,United Kingdom
1096,14837,4,110,1649.5,Medium Value,United Kingdom
1097,13750,5,74,1647.26,Medium Value,United Kingdom
1098,12657,4,32,1643.18,Medium Value,France
1099,15002,4,136,1641.76,Medium Value,United Kingdom
1100,13627,5,80,1638.47,Medium Value,United Kingdom
1101,12398,1,66,1635.66,Low Value,Switzerland
1102,15122,3,135,1633.78,Medium Value,United Kingdom
1103,14164,2,91,1631.77,Medium Value,United Kingdom
1104,17673,6,22,1629.12,High value,United Kingdom
1105,12377,2,336,1628.12,Low Value,Switzerland
1106,16515,5,73,1627.13,Medium Value,United Kingdom
1107,14759,3,25,1625.97,Medium Value,United Kingdom
1108,16987,7,24,1625.05,High value,United Kingdom
1109,13425,3,129,1624.21,Medium Value,United Kingdom
1110,15172,5,29,1624.05,Medium Value,United Kingdom
1111,14937,3,77,1621.88,Medium Value,Channel Islands
1112,17101,4,31,1621.73,Medium Value,United Kingdom
1113,14178,7,29,1620.93,Medium Value,United Kingdom
1114,16801,4,184,1619.73,Medium Value,United Kingdom
1115,18161,5,36,1618.69,Medium Value,United Kingdom
1116,14336,4,37,1614.91,Medium Value,United Kingdom
1117,16992,5,31,1614.31,Medium Value,United Kingdom
1118,15791,2,64,1612.69,Medium Value,United Kingdom
1119,14312,6,67,1611.59,Medium Value,United Kingdom
1120,13614,4,45,1610.46,Medium Value,United Kingdom
1121,14918,2,136,1610.15,Low Value,United Kingdom
1122,12868,6,206,1607.06,Medium Value,United Kingdom
1123,16817,9,23,1604.75,High value,United Kingdom
1124,12947,6,164,1603.99,Medium Value,United Kingdom
1125,16466,7,54,1603.46,Medium Value,United Kingdom
1126,14719,5,22,1602.13,Medium Value,United Kingdom
1127,14587,9,39,1601.14,Medium Value,United Kingdom
1128,15660,9,46,1600.86,Medium Value,United Kingdom
1129,16496,3,29,1599.52,Medium Value,United Kingdom
1130,13850,1,150,1595.48,Low Value,United Kingdom
1131,17837,8,63,1593.38,Medium Value,United Kingdom
1132,16332,7,49,1593.2,Medium Value,United Kingdom
1133,16676,4,54,1592.12,Medium Value,United Kingdom
1134,14970,4,89,1592.06,Medium Value,United Kingdom
1135,15611,13,30,1591.45,High value,United Kingdom
1136,18178,4,149,1590.81,Medium Value,United Kingdom
1137,14442,2,225,1589.82,Low Value,Channel Islands
1138,12393,4,93,1582.6,Medium Value,Australia
1139,15532,4,46,1580.93,Medium Value,United Kingdom
1140,12607,1,81,1579.51,Low Value,USA
1141,13814,2,113,1579.12,Low Value,Germany
1142,16889,3,215,1578.67,Medium Value,United Kingdom
1143,13186,3,60,1575.89,Medium Value,United Kingdom
1144,13634,5,54,1575.16,Medium Value,United Kingdom
1145,13659,2,226,1573.2,Low Value,United Kingdom
1146,17671,4,36,1572.71,Medium Value,United Kingdom
1147,16283,5,26,1570.81,Medium Value,United Kingdom
1148,12865,2,47,1568.23,Medium Value,Austria
1149,15906,7,40,1567.69,Medium Value,United Kingdom
1150,15111,3,50,1567.48,Medium Value,United Kingdom
1151,17085,5,144,1566.65,Medium Value,United Kingdom
1152,17204,4,196,1564.56,Medium Value,United Kingdom
1153,18239,5,239,1561.61,Medium Value,United Kingdom
1154,14038,3,99,1560.38,Medium Value,United Kingdom
1155,16394,5,77,1555.34,Medium Value,United Kingdom
1156,13313,5,43,1555.32,Medium Value,United Kingdom
1157,16369,3,39,1553.66,Medium Value,United Kingdom
1158,15620,3,77,1553.18,Medium Value,United Kingdom
1159,15117,5,35,1551.78,Medium Value,United Kingdom
1160,13320,4,99,1548.7,Medium Value,United Kingdom
1161,14229,4,72,1547.2,Medium Value,United Kingdom
1162,14704,9,32,1546.91,Medium Value,United Kingdom
1163,16790,6,24,1545.62,Medium Value,United Kingdom
1164,13397,5,93,1544.13,Medium Value,United Kingdom
1165,15701,4,23,1542.14,Medium Value,United Kingdom
1166,12818,1,282,1542.08,Low Value,Austria
1167,16365,9,38,1540.42,Medium Value,United Kingdom
1168,17159,3,42,1538.88,Medium Value,United Kingdom
1169,13849,2,72,1537.95,Medium Value,United Kingdom
1170,12877,12,24,1535.77,High value,United Kingdom
1171,15392,4,25,1535.53,Medium Value,United Kingdom
1172,15625,4,124,1534.26,Medium Value,United Kingdom
1173,13107,4,65,1531.62,Medium Value,United Kingdom
1174,12759,3,73,1531.44,Medium Value,Netherlands
1175,14321,5,31,1530.75,Medium Value,United Kingdom
1176,14567,2,77,1530.36,Medium Value,United Kingdom
1177,15916,8,37,1528.09,Medium Value,United Kingdom
1178,16244,2,232,1522.75,Low Value,United Kingdom
1179,16434,7,50,1522.25,Medium Value,United Kingdom
1180,16066,5,37,1521.87,Medium Value,United Kingdom
1181,13764,3,91,1521.76,Medium Value,United Kingdom
1182,13213,5,77,1520.58,Medium Value,United Kingdom
1183,16880,7,51,1519.08,Medium Value,United Kingdom
1184,14267,3,183,1516.24,Medium Value,United Kingdom
1185,13791,2,148,1516.0,Low Value,United Kingdom
1186,16748,5,38,1515.9,Medium Value,United Kingdom
1187,16053,2,53,1511.95,Medium Value,United Kingdom
1188,16910,8,25,1510.06,High value,United Kingdom
1189,16279,3,42,1509.58,Medium Value,United Kingdom
1190,16016,8,24,1508.76,High value,United Kingdom
1191,15265,2,172,1506.12,Low Value,United Kingdom
1192,12937,4,36,1504.27,Medium Value,United Kingdom
1193,15530,4,42,1502.35,Medium Value,United Kingdom
1194,16762,3,40,1501.38,Medium Value,United Kingdom
1195,13810,3,49,1499.01,Medium Value,Germany
1196,17571,4,71,1498.51,Medium Value,United Kingdom
1197,14414,7,112,1496.98,Medium Value,United Kingdom
1198,16755,3,135,1496.83,Medium Value,United Kingdom
1199,17002,3,106,1493.73,Medium Value,United Kingdom
1200,15057,2,296,1489.5,Low Value,United Kingdom
1201,13110,7,52,1488.67,Medium Value,United Kingdom
1202,13692,3,45,1488.32,Medium Value,United Kingdom
1203,14963,5,30,1487.8,Medium Value,United Kingdom
1204,17553,1,150,1487.6,Low Value,United Kingdom
1205,16395,5,81,1486.9,Medium Value,United Kingdom
1206,14878,9,33,1485.54,Medium Value,United Kingdom
1207,14758,4,165,1484.06,Medium Value,United Kingdom
1208,18016,5,53,1483.56,Medium Value,United Kingdom
1209,15427,3,54,1483.14,Medium Value,United Kingdom
1210,17590,3,23,1479.22,Medium Value,United Kingdom
1211,14403,4,151,1475.81,Medium Value,United Kingdom
1212,15983,4,43,1475.02,Medium Value,United Kingdom
1213,12826,7,23,1474.72,Medium Value,United Kingdom
1214,14404,6,54,1474.32,Medium Value,United Kingdom
1215,14246,3,131,1474.06,Medium Value,United Kingdom
1216,15128,4,81,1471.0,Medium Value,United Kingdom
1217,16348,7,53,1469.45,Medium Value,United Kingdom
1218,14875,2,128,1465.32,Low Value,United Kingdom
1219,12882,2,30,1463.04,Medium Value,United Kingdom
1220,14233,4,70,1462.72,Medium Value,United Kingdom
1221,14541,8,79,1461.65,Medium Value,United Kingdom
1222,17063,7,42,1461.14,Medium Value,United Kingdom
1223,16059,6,86,1459.86,Medium Value,United Kingdom
1224,16996,6,51,1456.96,Medium Value,United Kingdom
1225,13309,5,28,1456.79,Medium Value,United Kingdom
1226,13477,6,58,1454.58,Medium Value,United Kingdom
1227,15987,7,33,1451.28,Medium Value,United Kingdom
1228,14740,3,218,1448.21,Low Value,United Kingdom
1229,15426,5,40,1447.39,Medium Value,United Kingdom
1230,14591,4,36,1447.14,Medium Value,United Kingdom
1231,17073,4,38,1446.09,Medium Value,United Kingdom
1232,13717,6,53,1445.01,Medium Value,United Kingdom
1233,13461,3,59,1445.0,Medium Value,United Kingdom
1234,17175,4,65,1443.69,Medium Value,United Kingdom
1235,15478,2,61,1441.42,Medium Value,United Kingdom
1236,15858,5,36,1438.85,Medium Value,United Kingdom
1237,14071,8,24,1438.82,Medium Value,United Kingdom
1238,13159,4,29,1437.85,Medium Value,United Kingdom
1239,14566,1,131,1432.0,Low Value,Channel Islands
1240,16503,4,127,1431.93,Medium Value,United Kingdom
1241,13475,4,212,1431.78,Medium Value,United Kingdom
1242,16103,6,28,1429.64,Medium Value,United Kingdom
1243,16271,5,23,1429.24,Medium Value,United Kingdom
1244,14035,5,49,1428.02,Medium Value,United Kingdom
1245,15681,5,46,1426.16,Medium Value,United Kingdom
1246,15106,5,38,1422.52,Medium Value,United Kingdom
1247,16463,4,42,1422.4,Medium Value,United Kingdom
1248,16571,3,47,1421.69,Medium Value,United Kingdom
1249,14019,3,67,1421.61,Medium Value,United Kingdom
1250,14901,9,32,1421.29,Medium Value,United Kingdom
1251,14443,4,74,1420.2,Medium Value,United Kingdom
1252,17288,7,30,1419.73,Medium Value,United Kingdom
1253,16173,6,36,1418.32,Medium Value,United Kingdom
1254,15444,2,30,1418.26,Medium Value,United Kingdom
1255,17856,4,22,1418.03,Medium Value,United Kingdom
1256,18116,8,88,1418.03,Medium Value,United Kingdom
1257,14649,4,25,1417.29,Medium Value,United Kingdom
1258,14748,5,50,1415.75,Medium Value,United Kingdom
1259,16012,3,56,1415.29,Medium Value,United Kingdom
1260,16245,3,44,1413.66,Medium Value,United Kingdom
1261,17004,2,67,1412.94,Low Value,United Kingdom
1262,15237,4,22,1412.32,Medium Value,United Kingdom
1263,15596,5,121,1406.59,Medium Value,United Kingdom
1264,17083,3,130,1405.78,Medium Value,United Kingdom
1265,15563,4,43,1400.44,Medium Value,United Kingdom
1266,14741,6,32,1400.34,Medium Value,United Kingdom
1267,18202,3,220,1396.99,Low Value,United Kingdom
1268,13995,5,36,1393.69,Medium Value,United Kingdom
1269,17354,1,71,1393.06,Low Value,United Kingdom
1270,15810,4,99,1391.98,Medium Value,United Kingdom
1271,15051,3,44,1391.61,Medium Value,United Kingdom
1272,13414,3,154,1390.5,Medium Value,United Kingdom
1273,13516,3,42,1389.41,Medium Value,United Kingdom
1274,15898,5,22,1388.88,Medium Value,United Kingdom
1275,16539,4,23,1388.81,Medium Value,United Kingdom
1276,15453,7,22,1388.37,Medium Value,United Kingdom
1277,15134,8,35,1387.99,Medium Value,United Kingdom
1278,12952,4,26,1387.79,Medium Value,United Kingdom
1279,17676,6,25,1387.68,Medium Value,United Kingdom
1280,12775,5,38,1386.04,Medium Value,Netherlands
1281,13308,3,43,1385.51,Medium Value,United Kingdom
1282,18167,3,44,1384.86,Medium Value,United Kingdom
1283,17311,2,99,1384.85,Low Value,United Kingdom
1284,13572,1,226,1384.25,Low Value,United Kingdom
1285,14507,6,44,1383.18,Medium Value,United Kingdom
1286,14116,5,40,1382.74,Medium Value,United Kingdom
1287,16389,4,74,1382.07,Medium Value,United Kingdom
1288,16726,5,47,1382.02,Medium Value,United Kingdom
1289,17621,3,42,1379.9,Medium Value,United Kingdom
1290,12886,2,88,1378.4,Low Value,United Kingdom
1291,15569,5,124,1375.71,Medium Value,United Kingdom
1292,16669,3,44,1374.87,Medium Value,United Kingdom
1293,14434,6,42,1372.8,Medium Value,United Kingdom
1294,15095,4,124,1370.6,Medium Value,United Kingdom
1295,13813,4,60,1366.86,Medium Value,Germany
1296,14897,4,28,1366.38,Medium Value,United Kingdom
1297,13396,2,50,1360.99,Medium Value,United Kingdom
1298,14102,5,26,1360.28,Medium Value,United Kingdom
1299,15411,4,47,1358.88,Medium Value,United Kingdom
1300,13232,7,33,1357.6,Medium Value,United Kingdom
1301,17054,5,49,1356.33,Medium Value,United Kingdom
1302,14859,4,33,1353.74,Medium Value,United Kingdom
1303,14064,5,50,1353.74,Medium Value,United Kingdom
1304,15116,4,38,1352.75,Medium Value,United Kingdom
1305,16079,3,37,1352.0,Medium Value,United Kingdom
1306,16493,4,100,1351.63,Medium Value,United Kingdom
1307,12770,1,231,1351.45,Low Value,Japan
1308,12646,2,25,1346.97,Medium Value,USA
1309,14154,2,260,1345.62,Low Value,United Kingdom
1310,15398,2,37,1345.53,Medium Value,United Kingdom
1311,12463,4,74,1344.78,Medium Value,Belgium
1312,17372,8,61,1342.68,Medium Value,United Kingdom
1313,16317,3,140,1341.65,Medium Value,United Kingdom
1314,13743,7,23,1341.6,Medium Value,United Kingdom
1315,18177,6,52,1341.42,Medium Value,United Kingdom
1316,16045,4,140,1340.7,Medium Value,United Kingdom
1317,13501,1,309,1340.32,Low Value,Switzerland
1318,15734,2,135,1339.45,Low Value,United Kingdom
1319,12620,3,35,1339.41,Medium Value,France
1320,15059,9,61,1337.72,Medium Value,United Kingdom
1321,16110,3,66,1337.48,Medium Value,United Kingdom
1322,12919,6,29,1335.19,Medium Value,United Kingdom
1323,15680,3,30,1333.68,Medium Value,United Kingdom
1324,17932,3,50,1331.57,Medium Value,United Kingdom
1325,12676,6,45,1331.39,Medium Value,Sweden
1326,16295,4,30,1328.55,Medium Value,United Kingdom
1327,15146,2,185,1327.16,Low Value,United Kingdom
1328,17633,4,52,1324.84,Medium Value,United Kingdom
1329,12854,3,99,1324.5,Medium Value,United Kingdom
1330,17095,3,43,1324.16,Medium Value,United Kingdom
1331,16370,4,103,1320.56,Medium Value,United Kingdom
1332,14794,7,23,1319.91,Medium Value,United Kingdom
1333,13168,4,57,1319.19,Medium Value,United Kingdom
1334,16083,2,121,1317.62,Low Value,United Kingdom
1335,12526,3,21,1316.66,Medium Value,Germany
1336,14921,2,51,1316.07,Medium Value,United Kingdom
1337,12576,5,56,1315.83,Medium Value,Poland
1338,14511,5,32,1314.81,Medium Value,United Kingdom
1339,16464,3,40,1314.68,Medium Value,United Kingdom
1340,14973,3,128,1314.45,Medium Value,United Kingdom
1341,14738,7,63,1314.45,Medium Value,United Kingdom
1342,16040,3,86,1313.55,Medium Value,United Kingdom
1343,12364,4,28,1313.1,Medium Value,Belgium
1344,12516,2,98,1312.06,Low Value,Germany
1345,14856,3,57,1311.38,Medium Value,United Kingdom
1346,14477,4,40,1309.6,Medium Value,United Kingdom
1347,16120,4,80,1309.14,Medium Value,United Kingdom
1348,14047,5,29,1308.61,Medium Value,United Kingdom
1349,13328,1,337,1308.48,Low Value,United Kingdom
1350,14297,4,38,1305.33,Medium Value,United Kingdom
1351,12507,3,155,1304.81,Low Value,Spain
1352,16744,7,32,1304.76,Medium Value,United Kingdom
1353,17919,1,109,1304.04,Low Value,United Kingdom
1354,15813,2,228,1303.91,Low Value,United Kingdom
1355,14898,6,44,1303.52,Medium Value,United Kingdom
1356,15108,4,162,1300.25,Medium Value,European Community
1357,15494,2,42,1299.23,Medium Value,United Kingdom
1358,12488,3,30,1298.66,Medium Value,France
1359,12372,3,92,1298.04,Medium Value,Denmark
1360,15602,9,29,1297.87,Medium Value,United Kingdom
1361,17961,39,42,1296.44,Medium Value,United Kingdom
1362,16929,7,24,1295.39,Medium Value,United Kingdom
1363,16224,4,78,1295.3,Medium Value,United Kingdom
1364,15621,4,25,1293.03,Medium Value,United Kingdom
1365,16101,1,91,1290.7,Low Value,United Kingdom
1366,15171,1,352,1289.5,Low Value,United Kingdom
1367,15136,4,23,1286.7,Medium Value,United Kingdom
1368,16949,6,24,1286.27,Medium Value,United Kingdom
1369,17350,4,29,1286.07,Medium Value,United Kingdom
1370,17802,3,103,1285.04,Medium Value,United Kingdom
1371,16899,6,28,1281.56,Medium Value,United Kingdom
1372,13878,1,75,1281.53,Low Value,United Kingdom
1373,13538,7,64,1280.85,Medium Value,United Kingdom
1374,16951,3,155,1277.75,Low Value,United Kingdom
1375,16692,2,277,1276.0,Low Value,United Kingdom
1376,17019,4,32,1272.61,Medium Value,United Kingdom
1377,12394,2,84,1272.48,Low Value,Denmark
1378,12630,2,30,1270.88,Medium Value,Finland
1379,14669,3,262,1269.99,Low Value,United Kingdom
1380,13492,3,157,1269.84,Low Value,Switzerland
1381,13431,2,88,1269.1,Low Value,United Kingdom
1382,14916,4,91,1268.98,Medium Value,United Kingdom
1383,15199,4,80,1268.7,Medium Value,United Kingdom
1384,16660,4,37,1267.65,Medium Value,United Kingdom
1385,17037,1,108,1267.32,Low Value,United Kingdom
1386,17158,3,53,1266.97,Medium Value,United Kingdom
1387,14105,1,260,1266.23,Low Value,United Kingdom
1388,13989,2,86,1266.08,Low Value,United Kingdom
1389,16842,3,121,1264.19,Low Value,United Kingdom
1390,15497,2,38,1262.2,Medium Value,United Kingdom
1391,15009,3,33,1261.78,Medium Value,United Kingdom
1392,16688,4,22,1260.86,Medium Value,United Kingdom
1393,17388,4,98,1259.56,Medium Value,United Kingdom
1394,17412,7,23,1258.06,Medium Value,United Kingdom
1395,13151,1,316,1257.87,Low Value,United Kingdom
1396,14931,5,25,1257.68,Medium Value,Channel Islands
1397,16639,3,52,1257.51,Medium Value,United Kingdom
1398,17481,4,24,1255.59,Medium Value,United Kingdom
1399,13848,3,113,1255.0,Low Value,United Kingdom
1400,17262,5,73,1253.36,Medium Value,United Kingdom
1401,14698,5,22,1250.76,Medium Value,United Kingdom
1402,14383,3,59,1247.69,Medium Value,United Kingdom
1403,12689,2,46,1247.61,Medium Value,France
1404,13029,3,51,1247.5,Medium Value,United Kingdom
1405,15004,1,168,1246.32,Low Value,United Kingdom
1406,12494,7,36,1246.1,Medium Value,France
1407,13860,5,22,1245.9,Medium Value,United Kingdom
1408,14428,5,28,1244.83,Medium Value,United Kingdom
1409,16531,7,43,1244.59,Medium Value,United Kingdom
1410,17584,2,28,1242.3,Medium Value,United Kingdom
1411,17588,3,121,1240.2,Low Value,United Kingdom
1412,17731,4,100,1240.11,Medium Value,United Kingdom
1413,12985,2,21,1239.38,Medium Value,United Kingdom
1414,13476,2,199,1238.47,Low Value,United Kingdom
1415,14893,2,30,1237.85,Medium Value,United Kingdom
1416,13931,2,116,1237.53,Low Value,United Kingdom
1417,15201,5,108,1236.54,Medium Value,United Kingdom
1418,14684,5,46,1236.28,Medium Value,United Kingdom
1419,15376,3,61,1233.36,Medium Value,United Kingdom
1420,15910,8,21,1232.18,Medium Value,United Kingdom
1421,18080,2,39,1231.5,Medium Value,United Kingdom
1422,18171,5,79,1231.31,Medium Value,United Kingdom
1423,14913,4,56,1227.43,Medium Value,United Kingdom
1424,12997,4,43,1226.89,Medium Value,United Kingdom
1425,12412,3,95,1226.88,Medium Value,Denmark
1426,17774,4,117,1225.41,Medium Value,United Kingdom
1427,15841,4,93,1224.06,Medium Value,United Kingdom
1428,13208,6,79,1223.9,Medium Value,United Kingdom
1429,16794,10,22,1222.71,Medium Value,United Kingdom
1430,14745,5,133,1220.26,Medium Value,United Kingdom
1431,15227,5,57,1219.4,Medium Value,United Kingdom
1432,13491,10,72,1215.82,Medium Value,United Kingdom
1433,17410,5,37,1214.72,Medium Value,United Kingdom
1434,13055,3,99,1214.41,Medium Value,United Kingdom
1435,18263,3,46,1213.16,Medium Value,United Kingdom
1436,13918,2,70,1212.84,Low Value,United Kingdom
1437,16653,2,37,1212.66,Medium Value,United Kingdom
1438,12464,8,31,1212.05,Medium Value,Belgium
1439,17653,4,57,1207.56,Medium Value,United Kingdom
1440,15737,8,35,1205.12,Medium Value,United Kingdom
1441,16800,1,32,1201.49,Low Value,United Kingdom
1442,13158,4,115,1201.06,Medium Value,United Kingdom
1443,17320,3,121,1200.62,Low Value,United Kingdom
1444,17800,9,58,1199.01,Medium Value,United Kingdom
1445,15605,5,57,1198.23,Medium Value,United Kingdom
1446,13118,5,40,1197.81,Medium Value,United Kingdom
1447,13211,3,31,1197.42,Medium Value,United Kingdom
1448,16042,5,43,1197.27,Medium Value,United Kingdom
1449,17867,6,51,1197.1,Medium Value,United Kingdom
1450,14487,6,47,1196.33,Medium Value,United Kingdom
1451,17720,4,47,1195.94,Medium Value,United Kingdom
1452,17526,4,25,1195.9,Medium Value,United Kingdom
1453,15145,4,25,1194.73,Medium Value,United Kingdom
1454,12611,1,73,1193.32,Low Value,Italy
1455,13882,5,23,1191.13,Medium Value,United Kingdom
1456,12462,2,39,1189.59,Medium Value,Spain
1457,16612,4,53,1187.66,Medium Value,United Kingdom
1458,15630,2,66,1186.35,Low Value,United Kingdom
1459,13752,6,145,1186.28,Medium Value,United Kingdom
1460,17058,3,102,1179.89,Low Value,United Kingdom
1461,16950,3,77,1178.56,Medium Value,United Kingdom
1462,12885,3,84,1175.22,Medium Value,United Kingdom
1463,12640,3,44,1174.58,Medium Value,France
1464,15306,3,85,1174.35,Medium Value,United Kingdom
1465,14857,2,80,1173.12,Low Value,United Kingdom
1466,13611,3,110,1171.8,Low Value,United Kingdom
1467,18168,6,197,1169.94,Medium Value,United Kingdom
1468,12358,2,22,1168.06,Medium Value,Austria
1469,13500,3,44,1166.77,Medium Value,United Kingdom
1470,14737,3,24,1164.55,Medium Value,United Kingdom
1471,14261,2,71,1163.45,Low Value,United Kingdom
1472,14447,5,39,1163.23,Medium Value,United Kingdom
1473,16714,3,239,1161.53,Low Value,United Kingdom
1474,12546,2,67,1161.5,Low Value,Spain
1475,15088,2,42,1160.07,Medium Value,United Kingdom
1476,17348,5,35,1159.52,Medium Value,United Kingdom
1477,13499,5,38,1159.11,Medium Value,United Kingdom
1478,16184,6,85,1158.79,Medium Value,United Kingdom
1479,14723,6,31,1158.3,Medium Value,United Kingdom
1480,13744,2,116,1156.36,Low Value,United Kingdom
1481,16637,4,53,1154.47,Medium Value,United Kingdom
1482,16062,4,30,1153.62,Medium Value,United Kingdom
1483,12710,3,117,1149.02,Low Value,Germany
1484,17505,2,182,1145.84,Low Value,United Kingdom
1485,16766,2,294,1145.6,Low Value,United Kingdom
1486,12769,1,259,1143.6,Low Value,Brazil
1487,17770,5,219,1143.27,Medium Value,United Kingdom
1488,18125,4,50,1142.99,Medium Value,United Kingdom
1489,15985,2,144,1142.42,Low Value,United Kingdom
1490,16270,1,374,1141.24,Low Value,United Kingdom
1491,13330,3,113,1140.93,Low Value,United Kingdom
1492,13819,3,322,1140.35,Low Value,United Kingdom
1493,16172,5,116,1140.21,Medium Value,United Kingdom
1494,17135,7,37,1139.73,Medium Value,United Kingdom
1495,17500,3,38,1138.0,Medium Value,United Kingdom
1496,17302,5,35,1135.63,Medium Value,United Kingdom
1497,17242,2,129,1135.04,Low Value,United Kingdom
1498,15489,3,43,1134.28,Medium Value,United Kingdom
1499,16989,6,28,1133.25,Medium Value,United Kingdom
1500,17585,4,130,1133.07,Medium Value,United Kingdom
1501,13282,3,39,1132.14,Medium Value,United Kingdom
1502,13772,3,54,1132.13,Medium Value,United Kingdom
1503,13310,3,49,1132.03,Medium Value,United Kingdom
