id_client,first_day,last_day,frequency,interval,recency,monetary,R_rank,F_rank,M_rank,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,segment
13650,2021-03-17 12:37:00,2021-11-23 12:22:00,6,250,37,1836.34,3339.0,3552.5,3356.0,77.25,81.85,77.33,3.93,Medium Value
15827,2020-12-02 13:06:00,2021-09-27 15:35:00,14,299,94,1836.09,1690.0,4139.0,3355.0,39.1,95.37,77.3,3.85,Medium Value
13048,2021-01-16 14:36:00,2021-11-25 13:23:00,4,312,35,1835.91,3451.0,3028.0,3354.0,79.84,69.77,77.28,3.77,Medium Value
14665,2021-02-02 09:08:00,2021-10-10 09:14:00,5,250,81,1835.7,1945.5,3344.0,3353.0,45.01,77.05,77.26,3.62,Medium Value
16152,2021-03-16 09:47:00,2021-03-16 09:47:00,1,0,289,1829.04,396.0,746.5,3352.0,9.16,17.2,77.24,2.45,Low Value
15203,2021-02-01 12:29:00,2021-11-14 08:16:00,6,285,46,1827.8,2874.5,3552.5,3351.0,66.5,81.85,77.21,3.85,Medium Value
18122,2021-07-12 11:37:00,2021-12-01 13:08:00,6,142,29,1826.21,3764.0,3552.5,3350.0,87.08,81.85,77.19,4.0,Medium Value
17702,2021-05-17 16:23:00,2021-11-09 16:03:00,4,175,51,1824.37,2691.0,3028.0,3349.0,62.26,69.77,77.17,3.64,Medium Value
16153,2020-12-20 09:22:00,2021-10-21 10:50:00,5,305,70,1824.23,2213.0,3344.0,3348.0,51.2,77.05,77.14,3.66,Medium Value
17705,2021-02-11 10:57:00,2021-12-06 13:45:00,9,298,24,1823.52,4064.5,3912.0,3347.0,94.03,90.14,77.12,4.18,High value
16169,2021-09-25 11:33:00,2021-12-01 15:28:00,4,67,29,1822.97,3764.0,3028.0,3346.0,87.08,69.77,77.1,3.82,Medium Value
17828,2021-06-08 08:31:00,2021-11-17 08:41:00,4,162,43,1820.09,3037.5,3028.0,3345.0,70.27,69.77,77.07,3.69,Medium Value
17629,2020-12-15 09:58:00,2021-12-04 10:56:00,8,354,26,1814.12,3899.5,3828.0,3344.0,90.21,88.2,77.05,4.12,High value
15260,2020-12-02 12:09:00,2021-08-31 13:55:00,7,272,121,1810.77,1360.5,3709.5,3343.0,31.47,85.47,77.03,3.64,Medium Value
13481,2021-03-28 09:07:00,2021-10-25 09:07:00,5,211,66,1804.56,2276.5,3344.0,3342.0,52.67,77.05,77.0,3.67,Medium Value
17663,2021-02-25 14:11:00,2021-11-14 08:56:00,7,261,46,1802.91,2874.5,3709.5,3341.0,66.5,85.47,76.98,3.9,Medium Value
15812,2021-01-26 12:12:00,2021-08-24 14:19:00,5,210,128,1801.14,1313.0,3344.0,3340.0,30.38,77.05,76.96,3.5,Medium Value
16249,2021-04-14 13:50:00,2021-10-18 10:07:00,5,186,73,1800.07,2121.0,3344.0,3339.0,49.07,77.05,76.94,3.64,Medium Value
13562,2021-04-08 12:42:00,2021-09-19 10:51:00,3,163,102,1799.33,1549.5,2581.5,3338.0,35.85,59.48,76.91,3.28,Medium Value
13196,2021-03-22 14:24:00,2021-11-28 13:54:00,4,250,32,1797.78,3545.0,3028.0,3337.0,82.01,69.77,76.89,3.78,Medium Value
17750,2021-06-28 15:44:00,2021-12-04 14:09:00,9,158,26,1797.57,3899.5,3912.0,3336.0,90.21,90.14,76.87,4.14,High value
17648,2021-04-04 10:29:00,2021-10-10 09:41:00,4,188,81,1797.5,1945.5,3028.0,3335.0,45.01,69.77,76.84,3.5,Medium Value
12348,2020-12-16 19:09:00,2021-09-25 13:13:00,4,282,96,1797.24,1646.0,3028.0,3334.0,38.08,69.77,76.82,3.44,Medium Value
18235,2021-05-06 13:35:00,2021-09-29 08:27:00,3,145,92,1796.48,1743.0,2581.5,3333.0,40.32,59.48,76.8,3.31,Medium Value
13134,2021-04-13 12:57:00,2021-09-15 10:35:00,4,154,106,1793.58,1511.0,3028.0,3332.0,34.96,69.77,76.77,3.42,Medium Value
18179,2021-01-07 14:22:00,2021-11-30 16:23:00,6,327,30,1793.17,3689.0,3552.5,3331.0,85.34,81.85,76.75,3.98,Medium Value
13510,2021-06-09 09:32:00,2021-12-08 13:46:00,4,182,22,1791.56,4253.0,3028.0,3330.0,98.39,69.77,76.73,3.89,Medium Value
16719,2020-12-06 12:06:00,2021-11-25 09:27:00,7,353,35,1790.42,3451.0,3709.5,3329.0,79.84,85.47,76.71,3.99,Medium Value
12523,2021-01-12 09:43:00,2021-11-20 12:55:00,11,312,40,1789.77,3153.5,4027.5,3328.0,72.96,92.8,76.68,4.05,High value
14215,2020-12-06 15:34:00,2021-11-28 12:19:00,6,356,32,1789.72,3545.0,3552.5,3327.0,82.01,81.85,76.66,3.95,Medium Value
14621,2020-12-16 13:00:00,2021-12-08 16:22:00,5,357,22,1788.36,4253.0,3344.0,3326.0,98.39,77.05,76.64,4.0,Medium Value
13875,2021-02-11 15:39:00,2021-10-17 09:36:00,5,247,74,1786.79,2090.5,3344.0,3325.0,48.36,77.05,76.61,3.63,Medium Value
14608,2020-12-12 14:49:00,2021-12-05 16:52:00,4,358,25,1785.15,3970.5,3028.0,3324.0,91.86,69.77,76.59,3.84,Medium Value
14935,2021-02-15 14:44:00,2021-02-15 14:44:00,1,0,318,1784.71,275.5,746.5,3323.0,6.37,17.2,76.57,2.41,Low Value
15050,2021-09-29 13:22:00,2021-11-14 16:17:00,3,46,46,1782.09,2874.5,2581.5,3322.0,66.5,59.48,76.54,3.5,Medium Value
16380,2021-10-09 15:40:00,2021-10-09 15:40:00,1,0,82,1780.59,1921.0,746.5,3321.0,44.44,17.2,76.52,2.7,Low Value
15220,2021-03-04 10:24:00,2021-10-19 12:39:00,6,229,72,1778.96,2148.5,3552.5,3320.0,49.71,81.85,76.5,3.7,Medium Value
17092,2021-03-07 14:51:00,2021-10-20 19:51:00,4,227,71,1777.78,2183.0,3028.0,3319.0,50.5,69.77,76.47,3.53,Medium Value
12645,2021-01-27 13:08:00,2021-11-06 12:38:00,4,282,54,1775.18,2571.0,3028.0,3318.0,59.48,69.77,76.45,3.6,Medium Value
17754,2021-03-24 13:54:00,2021-12-09 11:20:00,5,259,21,1772.26,4322.5,3344.0,3317.0,100.0,77.05,76.43,4.01,High value
15594,2021-04-19 10:08:00,2021-11-24 08:53:00,5,218,36,1771.78,3399.5,3344.0,3316.0,78.65,77.05,76.41,3.85,Medium Value
15473,2021-10-10 11:12:00,2021-11-25 15:15:00,7,46,35,1771.2,3451.0,3709.5,3315.0,79.84,85.47,76.38,3.98,Medium Value
17813,2021-09-29 15:57:00,2021-11-25 16:13:00,5,57,35,1770.88,3451.0,3344.0,3314.0,79.84,77.05,76.36,3.85,Medium Value
14387,2021-08-22 14:13:00,2021-11-07 12:29:00,3,76,53,1770.56,2607.5,2581.5,3313.0,60.32,59.48,76.34,3.44,Medium Value
16681,2021-03-31 13:46:00,2021-09-28 11:11:00,6,180,93,1770.34,1714.5,3552.5,3312.0,39.66,81.85,76.31,3.62,Medium Value
13456,2021-05-16 15:34:00,2021-11-22 09:18:00,6,189,38,1766.72,3272.5,3552.5,3311.0,75.71,81.85,76.29,3.89,Medium Value
15950,2020-12-15 11:56:00,2021-11-08 11:09:00,4,327,52,1765.51,2648.0,3028.0,3310.0,61.26,69.77,76.27,3.6,Medium Value
16751,2021-11-09 10:48:00,2021-11-09 10:48:00,1,0,51,1764.72,2691.0,746.5,3309.0,62.26,17.2,76.24,2.82,Low Value
12424,2021-06-30 12:06:00,2021-06-30 12:06:00,2,0,183,1760.96,969.5,1910.5,3308.0,22.43,44.02,76.22,2.92,Low Value
12823,2021-02-16 12:15:00,2021-09-26 07:35:00,5,221,95,1759.5,1668.0,3344.0,3307.0,38.59,77.05,76.2,3.54,Medium Value
12349,2021-11-21 09:51:00,2021-11-21 09:51:00,1,0,39,1757.55,3209.5,746.5,3306.0,74.25,17.2,76.18,2.91,Low Value
15241,2021-03-01 11:02:00,2021-10-04 09:05:00,8,216,87,1756.44,1815.5,3828.0,3305.0,42.0,88.2,76.15,3.73,Medium Value
16359,2021-01-12 10:49:00,2021-12-02 17:04:00,9,324,28,1750.92,3839.5,3912.0,3304.0,88.83,90.14,76.13,4.11,High value
13564,2020-12-06 17:26:00,2021-07-18 14:33:00,3,223,165,1749.02,1071.5,2581.5,3303.0,24.79,59.48,76.11,3.17,Medium Value
13808,2021-09-04 12:07:00,2021-12-04 12:18:00,5,91,26,1747.66,3899.5,3344.0,3302.0,90.21,77.05,76.08,3.92,Medium Value
15067,2021-03-02 12:10:00,2021-09-22 13:20:00,3,204,99,1744.76,1603.0,2581.5,3301.0,37.09,59.48,76.06,3.26,Medium Value
13157,2021-02-14 14:03:00,2021-10-21 13:50:00,4,248,70,1741.22,2213.0,3028.0,3300.0,51.2,69.77,76.04,3.52,Medium Value
14595,2021-01-30 13:36:00,2021-11-20 12:12:00,6,293,40,1740.6,3153.5,3552.5,3299.0,72.96,81.85,76.01,3.87,Medium Value
17930,2021-04-14 15:46:00,2021-11-04 10:23:00,5,203,56,1740.48,2536.0,3344.0,3298.0,58.67,77.05,75.99,3.69,Medium Value
17353,2021-07-08 16:17:00,2021-08-02 17:19:00,2,25,150,1740.0,1161.5,1910.5,3297.0,26.87,44.02,75.97,2.95,Low Value
17457,2021-01-04 14:33:00,2021-08-05 12:48:00,5,212,147,1737.7,1192.5,3344.0,3296.0,27.59,77.05,75.94,3.45,Medium Value
14673,2020-12-07 12:49:00,2021-12-06 14:31:00,5,364,24,1736.4,4064.5,3344.0,3295.0,94.03,77.05,75.92,3.95,Medium Value
17043,2021-03-18 14:53:00,2021-11-07 15:33:00,4,234,53,1735.18,2607.5,3028.0,3294.0,60.32,69.77,75.9,3.59,Medium Value
16791,2021-01-11 15:42:00,2021-11-10 19:12:00,7,303,50,1721.78,2739.0,3709.5,3293.0,63.37,85.47,75.88,3.84,Medium Value
17451,2021-08-26 11:54:00,2021-12-08 15:02:00,7,104,22,1721.4,4253.0,3709.5,3292.0,98.39,85.47,75.85,4.11,High value
14834,2021-04-13 15:00:00,2021-11-22 10:30:00,6,222,38,1720.3,3272.5,3552.5,3291.0,75.71,81.85,75.83,3.88,Medium Value
15267,2021-06-10 10:24:00,2021-11-17 15:59:00,5,160,43,1717.36,3037.5,3344.0,3290.0,70.27,77.05,75.81,3.77,Medium Value
17162,2021-02-07 12:27:00,2021-11-11 11:34:00,10,276,49,1715.46,2789.5,3974.5,3289.0,64.53,91.58,75.78,3.94,Medium Value
13763,2021-10-07 15:13:00,2021-10-07 15:13:00,1,0,84,1714.96,1899.5,746.5,3288.0,43.94,17.2,75.76,2.67,Low Value
17147,2021-02-01 09:36:00,2021-11-17 12:32:00,4,289,43,1714.59,3037.5,3028.0,3287.0,70.27,69.77,75.74,3.66,Medium Value
14441,2021-03-29 12:01:00,2021-12-09 09:07:00,4,254,21,1712.89,4322.5,3028.0,3286.0,100.0,69.77,75.71,3.88,Medium Value
12405,2021-07-14 08:52:00,2021-07-14 08:52:00,1,0,169,1710.39,1054.0,746.5,3285.0,24.38,17.2,75.69,2.52,Low Value
15947,2021-09-18 10:46:00,2021-09-18 10:46:00,1,0,103,1708.24,1536.5,746.5,3284.0,35.55,17.2,75.67,2.61,Low Value
12407,2021-03-20 13:21:00,2021-10-21 10:11:00,5,214,70,1708.12,2213.0,3344.0,3283.0,51.2,77.05,75.65,3.62,Medium Value
16902,2021-08-15 14:17:00,2021-08-15 14:17:00,1,0,137,1706.88,1240.5,746.5,3282.0,28.7,17.2,75.62,2.55,Low Value
15240,2021-02-01 08:23:00,2021-10-26 09:50:00,5,267,65,1706.57,2303.0,3344.0,3281.0,53.28,77.05,75.6,3.63,Medium Value
16398,2021-03-31 09:38:00,2021-07-08 15:16:00,2,99,175,1705.8,1023.0,1910.5,3280.0,23.67,44.02,75.58,2.92,Low Value
17282,2021-02-13 11:36:00,2021-08-01 14:29:00,3,169,151,1703.41,1153.5,2581.5,3279.0,26.69,59.48,75.55,3.17,Medium Value
12843,2021-03-20 14:38:00,2021-10-05 12:09:00,8,198,86,1702.26,1840.5,3828.0,3278.0,42.58,88.2,75.53,3.72,Medium Value
16007,2021-05-08 13:32:00,2021-10-23 11:05:00,4,167,68,1701.94,2228.0,3028.0,3277.0,51.54,69.77,75.51,3.51,Medium Value
13184,2021-02-22 17:25:00,2021-11-25 12:02:00,10,275,35,1701.29,3451.0,3974.5,3276.0,79.84,91.58,75.48,4.05,High value
17193,2021-06-16 10:04:00,2021-11-04 12:47:00,7,141,56,1699.3,2536.0,3709.5,3275.0,58.67,85.47,75.46,3.8,Medium Value
13824,2021-02-02 13:07:00,2021-11-07 12:41:00,5,277,53,1698.94,2607.5,3344.0,3274.0,60.32,77.05,75.44,3.68,Medium Value
16775,2020-12-07 15:15:00,2021-11-29 15:22:00,11,357,31,1695.66,3615.0,4027.5,3273.0,83.63,92.8,75.41,4.09,High value
12764,2021-01-27 10:19:00,2021-01-27 10:19:00,1,0,337,1693.88,199.0,746.5,3272.0,4.6,17.2,75.39,2.37,Low Value
14245,2021-03-21 10:41:00,2021-05-04 08:40:00,2,43,240,1693.45,634.5,1910.5,3271.0,14.68,44.02,75.37,2.84,Low Value
15549,2021-01-27 15:38:00,2021-09-23 16:22:00,3,239,98,1693.26,1626.0,2581.5,3270.0,37.62,59.48,75.35,3.25,Medium Value
16813,2021-05-19 13:28:00,2021-12-01 14:03:00,10,196,29,1692.98,3764.0,3974.5,3269.0,87.08,91.58,75.32,4.1,High value
16671,2021-06-28 11:20:00,2021-11-11 13:40:00,3,136,49,1692.27,2789.5,2581.5,3268.0,64.53,59.48,75.3,3.45,Medium Value
15380,2020-12-09 15:01:00,2021-12-01 12:13:00,5,356,29,1690.26,3764.0,3344.0,3267.0,87.08,77.05,75.28,3.88,Medium Value
17152,2021-03-21 16:20:00,2021-05-29 12:19:00,3,68,215,1689.5,780.0,2581.5,3266.0,18.05,59.48,75.25,3.1,Medium Value
12635,2021-07-08 08:43:00,2021-09-11 11:04:00,2,65,110,1689.18,1456.5,1910.5,3265.0,33.7,44.02,75.23,2.98,Low Value
13162,2021-01-09 10:43:00,2021-08-09 15:59:00,4,212,143,1688.29,1209.0,3028.0,3264.0,27.97,69.77,75.21,3.32,Medium Value
13577,2021-04-12 10:33:00,2021-11-14 15:19:00,4,216,46,1687.6,2874.5,3028.0,3263.0,66.5,69.77,75.18,3.61,Medium Value
16638,2020-12-06 10:19:00,2021-11-17 11:09:00,10,346,43,1680.72,3037.5,3974.5,3262.0,70.27,91.58,75.16,3.97,Medium Value
13647,2021-04-19 09:49:00,2021-11-30 12:00:00,4,225,30,1678.12,3689.0,3028.0,3261.0,85.34,69.77,75.14,3.75,Medium Value
13149,2021-02-23 13:57:00,2021-11-25 13:09:00,4,274,35,1676.06,3451.0,3028.0,3260.0,79.84,69.77,75.12,3.71,Medium Value
17656,2021-08-03 10:45:00,2021-09-27 13:04:00,5,55,94,1674.69,1690.0,3344.0,3259.0,39.1,77.05,75.09,3.51,Medium Value
16115,2021-02-20 12:14:00,2021-11-30 11:32:00,8,282,30,1667.97,3689.0,3828.0,3258.0,85.34,88.2,75.07,4.03,High value
12912,2021-10-30 11:35:00,2021-12-07 08:55:00,5,37,23,1662.3,4156.5,3344.0,3257.0,96.16,77.05,75.05,3.94,Medium Value
12530,2021-01-07 10:04:00,2021-10-11 12:34:00,4,277,80,1662.28,1973.0,3028.0,3256.0,45.64,69.77,75.02,3.45,Medium Value
13012,2021-02-18 09:43:00,2021-11-30 13:05:00,8,285,30,1661.84,3689.0,3828.0,3255.0,85.34,88.2,75.0,4.03,High value
15214,2021-04-11 09:46:00,2021-12-08 12:07:00,8,241,22,1661.44,4253.0,3828.0,3254.0,98.39,88.2,74.98,4.12,High value
15024,2020-12-07 13:20:00,2021-11-30 12:06:00,10,357,30,1661.33,3689.0,3974.5,3253.0,85.34,91.58,74.95,4.07,High value
15332,2020-12-05 12:00:00,2020-12-08 14:43:00,4,3,387,1661.06,59.5,3028.0,3252.0,1.38,69.77,74.93,3.12,Medium Value
12967,2020-12-03 09:49:00,2020-12-16 19:10:00,2,13,379,1660.9,102.5,1910.5,3251.0,2.37,44.02,74.91,2.74,Low Value
14045,2020-12-01 11:32:00,2021-08-22 15:27:00,4,264,130,1659.75,1294.0,3028.0,3250.0,29.94,69.77,74.88,3.33,Medium Value
15953,2020-12-05 15:15:00,2021-11-24 15:32:00,8,354,36,1659.38,3399.5,3828.0,3249.0,78.65,88.2,74.86,3.97,Medium Value
15826,2021-05-13 10:44:00,2021-10-14 16:05:00,3,154,77,1654.31,2052.0,2581.5,3248.0,47.47,59.48,74.84,3.31,Medium Value
14573,2020-12-02 19:59:00,2021-06-13 11:15:00,9,192,200,1653.42,865.5,3912.0,3247.0,20.02,90.14,74.82,3.56,Medium Value
17284,2021-01-07 14:31:00,2021-10-10 14:38:00,6,276,81,1652.58,1945.5,3552.5,3246.0,45.01,81.85,74.79,3.62,Medium Value
16711,2020-12-17 12:43:00,2021-12-06 16:32:00,5,354,24,1651.03,4064.5,3344.0,3245.0,94.03,77.05,74.77,3.92,Medium Value
14837,2021-05-22 12:49:00,2021-09-11 10:58:00,4,111,110,1649.5,1456.5,3028.0,3244.0,33.7,69.77,74.75,3.35,Medium Value
13750,2021-01-07 11:49:00,2021-10-17 12:16:00,5,283,74,1647.26,2090.5,3344.0,3243.0,48.36,77.05,74.72,3.57,Medium Value
12657,2021-09-22 11:40:00,2021-11-28 15:47:00,4,67,32,1643.18,3545.0,3028.0,3242.0,82.01,69.77,74.7,3.72,Medium Value
15002,2020-12-07 13:16:00,2021-08-16 10:44:00,4,251,136,1641.76,1249.5,3028.0,3241.0,28.91,69.77,74.68,3.32,Medium Value
13627,2020-12-17 09:52:00,2021-10-11 14:20:00,5,298,80,1638.47,1973.0,3344.0,3240.0,45.64,77.05,74.65,3.55,Medium Value
12398,2021-10-25 10:27:00,2021-10-25 10:27:00,1,0,66,1635.66,2276.5,746.5,3239.0,52.67,17.2,74.63,2.71,Low Value
15122,2021-02-15 09:59:00,2021-08-17 16:48:00,3,183,135,1633.78,1257.5,2581.5,3238.0,29.09,59.48,74.61,3.16,Medium Value
14164,2021-09-20 12:18:00,2021-09-30 12:24:00,2,10,91,1631.77,1768.5,1910.5,3237.0,40.91,44.02,74.59,3.02,Medium Value
17673,2021-01-23 15:16:00,2021-12-08 12:50:00,6,318,22,1629.12,4253.0,3552.5,3236.0,98.39,81.85,74.56,4.02,High value
12377,2020-12-20 09:37:00,2021-01-28 15:45:00,2,39,336,1628.12,202.0,1910.5,3235.0,4.67,44.02,74.54,2.75,Low Value
16515,2021-02-01 13:09:00,2021-10-18 13:10:00,5,259,73,1627.13,2121.0,3344.0,3234.0,49.07,77.05,74.52,3.57,Medium Value
14759,2021-04-21 10:55:00,2021-12-05 12:03:00,3,228,25,1625.97,3970.5,2581.5,3233.0,91.86,59.48,74.49,3.63,Medium Value
16987,2021-05-18 15:55:00,2021-12-06 17:26:00,7,202,24,1625.05,4064.5,3709.5,3232.0,94.03,85.47,74.47,4.04,High value
13425,2021-02-18 08:34:00,2021-08-23 17:13:00,3,186,129,1624.21,1302.5,2581.5,3231.0,30.13,59.48,74.45,3.17,Medium Value
15172,2021-04-17 11:56:00,2021-12-01 11:51:00,5,227,29,1624.05,3764.0,3344.0,3230.0,87.08,77.05,74.42,3.86,Medium Value
14937,2021-08-01 14:16:00,2021-10-14 12:29:00,3,73,77,1621.88,2052.0,2581.5,3229.0,47.47,59.48,74.4,3.29,Medium Value
17101,2021-06-14 14:49:00,2021-11-29 13:57:00,4,167,31,1621.73,3615.0,3028.0,3228.0,83.63,69.77,74.38,3.72,Medium Value
14178,2021-06-10 12:51:00,2021-12-01 12:01:00,7,173,29,1620.93,3764.0,3709.5,3227.0,87.08,85.47,74.35,3.98,Medium Value
16801,2021-03-11 13:56:00,2021-06-29 15:33:00,4,110,184,1619.73,963.5,3028.0,3226.0,22.29,69.77,74.33,3.26,Medium Value
18161,2021-01-24 11:56:00,2021-11-24 16:40:00,5,304,36,1618.69,3399.5,3344.0,3225.0,78.65,77.05,74.31,3.79,Medium Value
14336,2021-03-08 16:48:00,2021-11-23 11:40:00,4,259,37,1614.91,3339.0,3028.0,3224.0,77.25,69.77,74.29,3.67,Medium Value
16992,2021-02-28 10:37:00,2021-11-29 11:50:00,5,274,31,1614.31,3615.0,3344.0,3223.0,83.63,77.05,74.26,3.83,Medium Value
15791,2021-05-19 15:15:00,2021-10-27 10:14:00,2,160,64,1612.69,2332.0,1910.5,3222.0,53.95,44.02,74.24,3.11,Medium Value
14312,2021-01-06 16:35:00,2021-10-24 09:46:00,6,290,67,1611.59,2249.5,3552.5,3221.0,52.04,81.85,74.22,3.66,Medium Value
13614,2021-01-13 12:37:00,2021-11-15 14:47:00,4,306,45,1610.46,2922.5,3028.0,3220.0,67.61,69.77,74.19,3.59,Medium Value
14918,2021-07-08 12:50:00,2021-08-16 11:50:00,2,38,136,1610.15,1249.5,1910.5,3219.0,28.91,44.02,74.17,2.92,Low Value
12868,2020-12-01 12:50:00,2021-06-07 10:42:00,6,187,206,1607.06,832.0,3552.5,3218.0,19.25,81.85,74.15,3.41,Medium Value
16817,2020-12-06 14:19:00,2021-12-07 11:03:00,9,365,23,1604.75,4156.5,3912.0,3217.0,96.16,90.14,74.12,4.11,High value
12947,2020-12-01 16:21:00,2021-07-19 10:06:00,6,229,164,1603.99,1076.5,3552.5,3216.0,24.9,81.85,74.1,3.45,Medium Value
16466,2021-02-20 11:39:00,2021-11-06 11:35:00,7,258,54,1603.46,2571.0,3709.5,3215.0,59.48,85.47,74.08,3.77,Medium Value
14719,2021-04-04 14:17:00,2021-12-08 12:43:00,5,247,22,1602.13,4253.0,3344.0,3214.0,98.39,77.05,74.06,3.93,Medium Value
14587,2021-01-12 13:16:00,2021-11-21 11:34:00,9,312,39,1601.14,3209.5,3912.0,3213.0,74.25,90.14,74.03,3.94,Medium Value
15660,2020-12-09 09:49:00,2021-11-14 16:58:00,9,340,46,1600.86,2874.5,3912.0,3212.0,66.5,90.14,74.01,3.89,Medium Value
16496,2021-01-27 09:42:00,2021-12-01 10:31:00,3,308,29,1599.52,3764.0,2581.5,3211.0,87.08,59.48,73.99,3.58,Medium Value
13850,2021-08-02 14:04:00,2021-08-02 14:04:00,1,0,150,1595.48,1161.5,746.5,3210.0,26.87,17.2,73.96,2.49,Low Value
17837,2021-06-29 16:44:00,2021-10-28 16:13:00,8,120,63,1593.38,2357.0,3828.0,3209.0,54.53,88.2,73.94,3.77,Medium Value
16332,2021-02-07 14:16:00,2021-11-11 14:22:00,7,277,49,1593.2,2789.5,3709.5,3208.0,64.53,85.47,73.92,3.8,Medium Value
16676,2021-01-06 13:00:00,2021-11-06 12:01:00,4,303,54,1592.12,2571.0,3028.0,3207.0,59.48,69.77,73.89,3.52,Medium Value
14970,2021-01-27 12:23:00,2021-10-02 13:44:00,4,248,89,1592.06,1782.0,3028.0,3206.0,41.23,69.77,73.87,3.39,Medium Value
15611,2021-01-09 11:32:00,2021-11-30 12:36:00,13,325,30,1591.45,3689.0,4114.5,3205.0,85.34,94.8,73.85,4.09,High value
18178,2020-12-10 12:42:00,2021-08-03 09:30:00,4,235,149,1590.81,1171.5,3028.0,3204.0,27.1,69.77,73.82,3.28,Medium Value
14442,2021-01-27 09:33:00,2021-05-19 11:36:00,2,112,225,1589.82,725.5,1910.5,3203.0,16.78,44.02,73.8,2.82,Low Value
12393,2021-01-11 09:47:00,2021-09-28 15:41:00,4,260,93,1582.6,1714.5,3028.0,3202.0,39.66,69.77,73.78,3.37,Medium Value
15532,2020-12-16 16:45:00,2021-11-14 14:51:00,4,332,46,1580.93,2874.5,3028.0,3201.0,66.5,69.77,73.76,3.57,Medium Value
12607,2021-10-10 16:06:00,2021-10-10 16:06:00,1,0,81,1579.51,1945.5,746.5,3200.0,45.01,17.2,73.73,2.62,Low Value
13814,2021-07-25 13:54:00,2021-09-08 13:48:00,2,44,113,1579.12,1433.0,1910.5,3199.0,33.15,44.02,73.71,2.94,Low Value
16889,2021-01-07 10:47:00,2021-05-29 11:05:00,3,142,215,1578.67,780.0,2581.5,3198.0,18.05,59.48,73.69,3.05,Medium Value
13186,2021-08-03 09:09:00,2021-10-31 11:40:00,3,89,60,1575.89,2418.0,2581.5,3197.0,55.94,59.48,73.66,3.34,Medium Value
13634,2021-01-16 15:30:00,2021-11-06 13:40:00,5,293,54,1575.16,2571.0,3344.0,3196.0,59.48,77.05,73.64,3.63,Medium Value
13659,2021-01-23 12:08:00,2021-05-18 12:37:00,2,115,226,1573.2,718.5,1910.5,3195.0,16.62,44.02,73.62,2.81,Low Value
17671,2020-12-09 14:27:00,2021-11-24 12:21:00,4,349,36,1572.71,3399.5,3028.0,3194.0,78.65,69.77,73.59,3.66,Medium Value
16283,2021-05-15 13:37:00,2021-12-04 12:08:00,5,202,26,1570.81,3899.5,3344.0,3193.0,90.21,77.05,73.57,3.86,Medium Value
12865,2021-08-08 10:11:00,2021-11-13 14:31:00,2,97,47,1568.23,2831.5,1910.5,3192.0,65.51,44.02,73.55,3.17,Medium Value
15906,2021-03-29 13:28:00,2021-11-20 12:24:00,7,235,40,1567.69,3153.5,3709.5,3191.0,72.96,85.47,73.53,3.85,Medium Value
15111,2020-12-02 11:45:00,2021-11-10 16:58:00,3,343,50,1567.48,2739.0,2581.5,3190.0,63.37,59.48,73.5,3.39,Medium Value
17085,2020-12-12 12:24:00,2021-08-08 14:15:00,5,239,144,1566.65,1203.0,3344.0,3189.0,27.83,77.05,73.48,3.39,Medium Value
17204,2021-03-21 12:42:00,2021-06-17 14:46:00,4,88,196,1564.56,893.5,3028.0,3188.0,20.67,69.77,73.46,3.22,Medium Value
18239,2020-12-02 17:48:00,2021-05-05 12:38:00,5,153,239,1561.61,645.5,3344.0,3187.0,14.93,77.05,73.43,3.29,Medium Value
14038,2021-05-16 14:05:00,2021-09-22 13:37:00,3,128,99,1560.38,1603.0,2581.5,3186.0,37.09,59.48,73.41,3.19,Medium Value
16394,2021-02-23 10:58:00,2021-10-14 09:48:00,5,232,77,1555.34,2052.0,3344.0,3185.0,47.47,77.05,73.39,3.53,Medium Value
13313,2021-01-04 10:00:00,2021-11-17 16:48:00,5,317,43,1555.32,3037.5,3344.0,3184.0,70.27,77.05,73.36,3.7,Medium Value
16369,2021-05-27 09:39:00,2021-11-21 16:25:00,3,178,39,1553.66,3209.5,2581.5,3183.0,74.25,59.48,73.34,3.47,Medium Value
15620,2020-12-16 14:34:00,2021-10-14 12:41:00,3,301,77,1553.18,2052.0,2581.5,3182.0,47.47,59.48,73.32,3.26,Medium Value
15117,2021-05-08 12:38:00,2021-11-25 08:12:00,5,200,35,1551.78,3451.0,3344.0,3181.0,79.84,77.05,73.29,3.77,Medium Value
13320,2021-05-10 10:29:00,2021-09-22 18:07:00,4,135,99,1548.7,1603.0,3028.0,3180.0,37.09,69.77,73.27,3.34,Medium Value
14229,2021-01-10 12:03:00,2021-10-19 10:04:00,4,281,72,1547.2,2148.5,3028.0,3179.0,49.71,69.77,73.25,3.43,Medium Value
14704,2021-06-12 13:59:00,2021-11-28 12:51:00,9,168,32,1546.91,3545.0,3912.0,3178.0,82.01,90.14,73.23,3.98,Medium Value
16790,2021-11-02 11:23:00,2021-12-06 11:53:00,6,34,24,1545.62,4064.5,3552.5,3177.0,94.03,81.85,73.2,3.95,Medium Value
13397,2021-01-04 13:50:00,2021-09-28 10:56:00,5,266,93,1544.13,1714.5,3344.0,3176.0,39.66,77.05,73.18,3.47,Medium Value
15701,2021-08-21 12:36:00,2021-12-07 14:39:00,4,108,23,1542.14,4156.5,3028.0,3175.0,96.16,69.77,73.16,3.78,Medium Value
